region,subregion,pop
ohio,noble,14643
ohio,ottawa,41445
ohio,paulding,19522
ohio,perry,36086
ohio,pickaway,55795
ohio,pike,28652
ohio,portage,161178
ohio,preble,42240
ohio,putnam,34445
ohio,richland,124286
ohio,ross,77741
ohio,sandusky,60842
ohio,scioto,79122
ohio,seneca,56630
ohio,shelby,49359
ohio,stark,375593
ohio,summit,541788
ohio,trumbull,209942
ohio,tuscarawas,92532
ohio,union,52153
ohio,van wert,28808
ohio,vinton,13397
ohio,warren,213146
ohio,washington,61751
ohio,wayne,114644
ohio,williams,37779
ohio,wood,126254
ohio,wyandot,22626
oklahoma,adair,22470
oklahoma,alfalfa,5631
oklahoma,atoka,14133
oklahoma,beaver,5587
oklahoma,beckham,22519
oklahoma,blaine,10651
oklahoma,bryan,42494
oklahoma,caddo,29403
oklahoma,canadian,116299
oklahoma,carter,47603
oklahoma,cherokee,47165
oklahoma,choctaw,15172
oklahoma,cimarron,2451
oklahoma,cleveland,256550
oklahoma,coal,5906
oklahoma,comanche,123101
oklahoma,cotton,6171
oklahoma,craig,14922
oklahoma,creek,69934
oklahoma,custer,27583
oklahoma,delaware,41332
oklahoma,dewey,4775
oklahoma,ellis,4095
oklahoma,garfield,60272
oklahoma,garvin,27471
oklahoma,grady,52451
oklahoma,grant,4536
oklahoma,greer,6185
oklahoma,harmon,2888
oklahoma,harper,3672
oklahoma,haskell,12761
oklahoma,hughes,13762
oklahoma,jackson,26275
oklahoma,jefferson,6445
oklahoma,johnston,10938
oklahoma,kay,46288
oklahoma,kingfisher,14965
oklahoma,kiowa,9421
oklahoma,latimer,11099
oklahoma,le flore,50056
oklahoma,lincoln,34106
oklahoma,logan,41982
oklahoma,love,9404
oklahoma,mcclain,34471
oklahoma,mccurtain,33144
oklahoma,mcintosh,20266
oklahoma,major,7563
oklahoma,marshall,15774
oklahoma,mayes,41162
oklahoma,murray,13460
oklahoma,muskogee,70635
oklahoma,noble,11540
oklahoma,nowata,10627
oklahoma,okfuskee,12203
oklahoma,oklahoma,721088
oklahoma,okmulgee,39770
oklahoma,osage,47650
oklahoma,ottawa,31940
oklahoma,pawnee,16573
oklahoma,payne,77125
oklahoma,pittsburg,45570
oklahoma,pontotoc,37438
oklahoma,pottawatomie,69676
oklahoma,pushmataha,11449
oklahoma,roger mills,3678
oklahoma,rogers,87031
oklahoma,seminole,25394
oklahoma,sequoyah,41945
oklahoma,stephens,44848
oklahoma,texas,20620
oklahoma,tillman,7981
oklahoma,tulsa,602692
oklahoma,wagoner,73067
oklahoma,washington,51112
oklahoma,washita,11616
oklahoma,woods,8741
oklahoma,woodward,20232
oregon,baker,16092
oregon,benton,85501
oregon,clackamas,377206
oregon,clatsop,37068
oregon,columbia,49317
oregon,coos,62937
oregon,crook,21102
oregon,curry,22344
oregon,deschutes,158884
oregon,douglas,107391
oregon,gilliam,1904
oregon,grant,7366
oregon,harney,7359
oregon,hood river,22207
oregon,jackson,203613
oregon,jefferson,21746
oregon,josephine,82636
oregon,klamath,66350
oregon,lake,7886
oregon,lane,351794
oregon,lincoln,45992
oregon,linn,116871
oregon,malheur,31057
oregon,marion,315391
oregon,morrow,11146
oregon,multnomah,737110
oregon,polk,75448
oregon,sherman,1865
oregon,tillamook,25254
oregon,umatilla,75846
oregon,union,25670
oregon,wallowa,6938
oregon,wasco,25113
oregon,washington,531818
oregon,wheeler,1287
oregon,yamhill,99119
pennsylvania,adams,101352
pennsylvania,allegheny,1224772
pennsylvania,armstrong,68942
pennsylvania,beaver,170614
pennsylvania,bedford,49680
pennsylvania,berks,411094
pennsylvania,blair,127133
pennsylvania,bradford,62628
pennsylvania,bucks,625485
pennsylvania,butler,183946
pennsylvania,cambria,143305
pennsylvania,cameron,5058
pennsylvania,carbon,65101
pennsylvania,centre,153758
pennsylvania,chester,499548
pennsylvania,clarion,39991
pennsylvania,clearfield,81668
pennsylvania,clinton,39261
pennsylvania,columbia,66984
pennsylvania,crawford,88492
pennsylvania,cumberland,235314
pennsylvania,dauphin,267891
pennsylvania,delaware,558874
pennsylvania,elk,31981
pennsylvania,erie,280181
pennsylvania,fayette,136914
pennsylvania,forest,7664
pennsylvania,franklin,149554
pennsylvania,fulton,14829
pennsylvania,greene,38614
pennsylvania,huntingdon,45931
pennsylvania,indiana,88648
pennsylvania,jefferson,45051
pennsylvania,juniata,24664
pennsylvania,lackawanna,214353
pennsylvania,lancaster,519913
pennsylvania,lawrence,90885
pennsylvania,lebanon,133578
pennsylvania,lehigh,350165
pennsylvania,luzerne,320555
pennsylvania,lycoming,116447
pennsylvania,mckean,43451
pennsylvania,mercer,116474
pennsylvania,mifflin,46694
pennsylvania,monroe,169346
pennsylvania,montgomery,799886
pennsylvania,montour,18243
pennsylvania,northampton,297519
pennsylvania,northumberland,94441
pennsylvania,perry,45791
pennsylvania,philadelphia,1525811
pennsylvania,pike,57437
pennsylvania,potter,17466
pennsylvania,schuylkill,147935
pennsylvania,snyder,39620
pennsylvania,somerset,77638
pennsylvania,sullivan,6453
pennsylvania,susquehanna,43171
pennsylvania,tioga,42081
pennsylvania,union,44944
pennsylvania,venango,54865
pennsylvania,warren,41613
pennsylvania,washington,207916
pennsylvania,wayne,52299
pennsylvania,westmoreland,364877
pennsylvania,wyoming,28221
pennsylvania,york,434579
rhode island,bristol,49796
rhode island,kent,166066
rhode island,newport,82503
rhode island,providence,627414
rhode island,washington,126692
south carolina,abbeville,25387
south carolina,aiken,160169
south carolina,allendale,10399
south carolina,anderson,187228
south carolina,bamberg,15941
south carolina,barnwell,22523
south carolina,beaufort,162316
south carolina,berkeley,179773
south carolina,calhoun,15134
south carolina,charleston,352548
south carolina,cherokee,55351
south carolina,chester,33028
south carolina,chesterfield,46462
south carolina,clarendon,34746
south carolina,colleton,38665
south carolina,darlington,68500
south carolina,dillon,31733
south carolina,dorchester,136836
south carolina,edgefield,26763
south carolina,fairfield,23804
south carolina,florence,136714
south carolina,georgetown,60285
south carolina,greenville,452931
south carolina,greenwood,69531
south carolina,hampton,20987
south carolina,horry,270943
south carolina,jasper,24792
south carolina,kershaw,61583
south carolina,lancaster,76364
south carolina,laurens,66623
south carolina,lee,19160
south carolina,lexington,262424
south carolina,mccormick,10140
south carolina,marion,33038
south carolina,marlboro,28750
south carolina,newberry,37432
south carolina,oconee,74038
south carolina,orangeburg,92229
south carolina,pickens,119167
south carolina,richland,384596
south carolina,saluda,19758
south carolina,spartanburg,284540
south carolina,sumter,107279
south carolina,union,28804
south carolina,williamsburg,34361
south carolina,york,226576
south dakota,aurora,2726
south dakota,beadle,17372
south dakota,bennett,3432
south dakota,bon homme,7041
south dakota,brookings,31973
south dakota,brown,36562
south dakota,brule,5236
south dakota,buffalo,1950
south dakota,butte,10122
south dakota,campbell,1419
south dakota,charles mix,9127
south dakota,clark,3653
south dakota,clay,13966
south dakota,codington,27284
south dakota,corson,4046
south dakota,custer,8219
south dakota,davison,19513
south dakota,day,5673
south dakota,deuel,4376
south dakota,dewey,5358
south dakota,douglas,2992
south dakota,edmunds,4050
south dakota,fall river,7028
south dakota,faulk,2374
south dakota,grant,7324
south dakota,gregory,4251
south dakota,haakon,1852
south dakota,hamlin,5875
south dakota,hand,3394
south dakota,hanson,3366
south dakota,harding,1367
south dakota,hughes,17064
south dakota,hutchinson,7283
south dakota,hyde,1437
south dakota,jackson,3067
south dakota,jerauld,2047
south dakota,jones,1084
south dakota,kingsbury,5159
south dakota,lake,11364
south dakota,lawrence,24063
south dakota,lincoln,45055
south dakota,lyman,3752
south dakota,mccook,5592
south dakota,mcpherson,2485
south dakota,marshall,4631
south dakota,meade,25456
south dakota,mellette,2057
south dakota,miner,2365
south dakota,minnehaha,170342
south dakota,moody,6474
south dakota,pennington,101240
south dakota,perkins,2890
south dakota,potter,2327
south dakota,roberts,10158
south dakota,sanborn,2357
south dakota,shannon,13683
south dakota,spink,6483
south dakota,stanley,2940
south dakota,sully,1382
south dakota,todd,9711
south dakota,tripp,5608
south dakota,turner,8344
south dakota,union,14377
south dakota,walworth,5443
south dakota,yankton,22434
south dakota,ziebach,2796
tennessee,anderson,75039
tennessee,bedford,45060
tennessee,benton,16420
tennessee,bledsoe,12898
tennessee,blount,123086
tennessee,bradley,99229
tennessee,campbell,40629
tennessee,cannon,13797
tennessee,carroll,28486
tennessee,carter,57531
tennessee,cheatham,39103
tennessee,chester,17043
tennessee,claiborne,32025
tennessee,clay,7842
tennessee,cocke,35631
tennessee,coffee,52853
tennessee,crockett,14567
tennessee,cumberland,56144
tennessee,davidson,629113
tennessee,decatur,11732
tennessee,dekalb,18770
tennessee,dickson,49704
tennessee,dyer,38234
tennessee,fayette,38370
tennessee,fentress,17945
tennessee,franklin,40972
tennessee,gibson,49594
tennessee,giles,29439
tennessee,grainger,22613
tennessee,greene,68755
tennessee,grundy,13751
tennessee,hamblen,62528
tennessee,hamilton,337023
tennessee,hancock,6759
tennessee,hardeman,27193
tennessee,hardin,25987
tennessee,hawkins,56725
tennessee,haywood,18673
tennessee,henderson,27835
tennessee,henry,32271
tennessee,hickman,24481
tennessee,houston,8375
tennessee,humphreys,18428
tennessee,jackson,11526
tennessee,jefferson,51541
tennessee,johnson,18199
tennessee,knox,433207
tennessee,lake,7780
tennessee,lauderdale,27772
tennessee,lawrence,41779
tennessee,lewis,12050
tennessee,lincoln,33295
tennessee,loudon,48586
tennessee,mcminn,52325
tennessee,mcnairy,26001
tennessee,macon,22265
tennessee,madison,97976
tennessee,marion,28184
tennessee,marshall,30585
tennessee,maury,80965
tennessee,meigs,11696
tennessee,monroe,44680
tennessee,montgomery,173138
tennessee,moore,6349
tennessee,morgan,21882
tennessee,obion,31721
tennessee,overton,22040
tennessee,perry,7856
tennessee,pickett,5108
tennessee,polk,16756
tennessee,putnam,72172
tennessee,rhea,31817
tennessee,roane,54027
tennessee,robertson,66143
tennessee,rutherford,263815
tennessee,scott,22196
tennessee,sequatchie,14173
tennessee,sevier,90218
tennessee,shelby,929437
tennessee,smith,19157
tennessee,stewart,13262
tennessee,sullivan,156675
tennessee,sumner,161206
tennessee,tipton,61038
tennessee,trousdale,7827
tennessee,unicoi,18287
tennessee,union,19179
tennessee,van buren,5552
tennessee,warren,39767
tennessee,washington,122840
tennessee,wayne,17015
tennessee,weakley,34802
tennessee,white,25863
tennessee,williamson,184225
tennessee,wilson,114618
texas,anderson,58269
texas,andrews,15006
texas,angelina,86550
texas,aransas,23391
texas,archer,8944
texas,armstrong,1820
texas,atascosa,45091
texas,austin,28372
texas,bailey,7096
texas,bandera,20477
texas,bastrop,74023
texas,baylor,3706
texas,bee,32083
texas,bell,310155
texas,bexar,1719902
texas,blanco,10425
texas,borden,642
texas,bosque,18114
texas,bowie,92460
texas,brazoria,313813
texas,brazos,194087
texas,brewster,9175
texas,briscoe,1674
texas,brooks,7236
texas,brown,38018
texas,burleson,17160
texas,burnet,42946
texas,caldwell,38152
texas,calhoun,21366
texas,callahan,13521
texas,cameron,405819
texas,camp,12389
texas,carson,6215
texas,cass,30324
texas,castro,7984
texas,chambers,34562
texas,cherokee,50690
texas,childress,7047
texas,clay,10718
texas,cochran,3087
texas,coke,3298
texas,coleman,8817
texas,collin,788580
texas,collingsworth,3050
texas,colorado,20784
texas,comal,108985
texas,comanche,13875
texas,concho,4073
texas,cooke,38427
texas,coryell,75728
texas,cottle,1600
texas,crane,4359
texas,crockett,3669
texas,crosby,6100
texas,culberson,2386
texas,dallam,6734
texas,dallas,2379214
texas,dawson,13761
texas,deaf smith,19275
texas,delta,5240
texas,denton,667934
texas,dewitt,20156
texas,dickens,2399
texas,dimmit,10054
texas,donley,3652
texas,duval,11821
texas,eastland,18519
texas,ector,138193
texas,edwards,2023
texas,ellis,149712
texas,el paso,801115
texas,erath,38192
texas,falls,17756
texas,fannin,33867
texas,fayette,24557
texas,fisher,3963
texas,floyd,6439
texas,foard,1273
texas,fort bend,587666
texas,franklin,10593
texas,freestone,19631
texas,frio,17265
texas,gaines,17572
texas,galveston,292874
texas,garza,6295
texas,gillespie,24777
texas,glasscock,1255
texas,goliad,7223
texas,gonzales,19773
texas,gray,22731
texas,grayson,120641
texas,gregg,121451
texas,grimes,26564
texas,guadalupe,131945
texas,hale,36153
texas,hall,3337
texas,hamilton,8448
texas,hansford,5556
texas,hardeman,4124
texas,hardin,54497
texas,harris,4101752
texas,harrison,65958
texas,hartley,6015
texas,haskell,5891
texas,hays,158464
texas,hemphill,3863
texas,henderson,78558
texas,hidalgo,774820
texas,hill,35079
texas,hockley,22988
texas,hood,51161
texas,hopkins,35088
texas,houston,23512
texas,howard,34927
texas,hudspeth,3407
texas,hunt,85955
texas,hutchinson,21992
texas,irion,1596
texas,jack,9027
texas,jackson,14075
texas,jasper,35703
texas,jeff davis,2319
texas,jefferson,251627
texas,jim hogg,5257
texas,jim wells,41014
texas,johnson,151174
texas,jones,20137
texas,karnes,14936
texas,kaufman,103385
texas,kendall,33745
texas,kenedy,451
texas,kent,829
texas,kerr,49469
texas,kimble,4577
texas,king,227
texas,kinney,3574
texas,kleberg,31925
texas,knox,3713
texas,lamar,49740
texas,lamb,13996
texas,lampasas,19837
texas,la salle,6850
texas,lavaca,19269
texas,lee,16591
texas,leon,16827
texas,liberty,75662
texas,limestone,23350
texas,lipscomb,3324
texas,live oak,11526
texas,llano,19115
texas,loving,85
texas,lubbock,278339
texas,lynn,5886
texas,mcculloch,8281
texas,mclennan,234626
texas,mcmullen,696
texas,madison,13590
texas,marion,10544
texas,martin,4804
texas,mason,3978
texas,matagorda,36653
texas,maverick,54107
texas,medina,46009
texas,menard,2232
texas,midland,138472
texas,milam,24691
texas,mills,4880
texas,mitchell,9367
texas,montague,19737
texas,montgomery,458339
texas,moore,21765
texas,morris,12914
texas,motley,1153
texas,nacogdoches,64647
texas,navarro,47739
texas,newton,14372
texas,nolan,15104
texas,nueces,340568
texas,ochiltree,10314
texas,oldham,2048
texas,orange,82306
texas,palo pinto,28010
texas,panola,23814
texas,parker,116820
texas,parmer,10172
texas,pecos,15510
texas,polk,45618
texas,potter,121099
texas,presidio,7678
texas,rains,10976
texas,randall,121090
texas,reagan,3384
texas,real,3326
texas,red river,12795
texas,reeves,13606
texas,refugio,7352
texas,roberts,992
texas,robertson,16596
texas,rockwall,78749
texas,runnels,10473
texas,rusk,53211
texas,sabine,10642
texas,san augustine,8898
texas,san jacinto,26482
texas,san patricio,65352
texas,san saba,6037
texas,schleicher,3327
texas,scurry,16855
texas,shackelford,3346
texas,shelby,25602
texas,sherman,3040
texas,smith,209691
texas,somervell,8444
texas,starr,60882
texas,stephens,9561
texas,sterling,1223
texas,stonewall,1447
texas,sutton,4123
texas,swisher,7816
texas,tarrant,1814667
texas,taylor,131425
texas,terrell,1001
texas,terry,12561
texas,throckmorton,1626
texas,titus,32045
texas,tom green,110434
texas,travis,1034842
texas,trinity,14466
texas,tyler,21638
texas,upshur,39386
texas,upton,3300
texas,uvalde,26434
texas,val verde,48578
texas,van zandt,52507
texas,victoria,87188
texas,walker,67447
texas,waller,42894
texas,ward,10705
texas,washington,33628
texas,webb,250320
texas,wharton,41153
texas,wheeler,5414
texas,wichita,131019
texas,wilbarger,13451
texas,willacy,21983
texas,williamson,426296
texas,wilson,42999
texas,winkler,7137
texas,wise,59351
texas,wood,41927
texas,yoakum,7918
texas,young,18368
texas,zapata,14014
texas,zavala,11753
utah,beaver,6527
utah,box elder,49660
utah,cache,112095
utah,carbon,21153
utah,daggett,897
utah,davis,306664
utah,duchesne,18537
utah,emery,10902
utah,garfield,5107
utah,grand,9183
utah,iron,45984
utah,juab,10233
utah,kane,7093
utah,millard,12436
utah,morgan,9485
utah,piute,1699
utah,rich,2264
utah,salt lake,1032226
utah,san juan,14707
utah,sanpete,27645
utah,sevier,20759
utah,summit,36598
utah,tooele,58158
utah,uintah,32809
utah,utah,516571
utah,wasatch,23661
utah,washington,139484
utah,wayne,2756
utah,weber,230940
vermont,addison,36814
vermont,bennington,36990
vermont,caledonia,31170
vermont,chittenden,156696
vermont,essex,6316
vermont,franklin,47853
vermont,grand isle,7032
vermont,lamoille,24471
vermont,orange,28980
vermont,orleans,27198
vermont,rutland,61599
vermont,washington,59462
vermont,windham,44310
vermont,windsor,56607
virginia,accomack,33454
virginia,albemarle,99484
virginia,alleghany,16297
virginia,amelia,12674
virginia,amherst,32301
virginia,appomattox,14952
virginia,arlington,209077
virginia,augusta,73662
virginia,bath,4713
virginia,bedford,68750
virginia,bland,6827
virginia,botetourt,33074
virginia,brunswick,17372
virginia,buchanan,24071
virginia,buckingham,17071
virginia,campbell,54797
virginia,caroline,28510
virginia,carroll,29989
virginia,charles city,7226
virginia,charlotte,12546
virginia,chesterfield,316895
virginia,clarke,14143
virginia,craig,5186
virginia,culpeper,46894
virginia,cumberland,9951
virginia,dickenson,15877
virginia,dinwiddie,27926
virginia,essex,11130
virginia,fairfax,1083770
virginia,fauquier,65495
virginia,floyd,15268
virginia,fluvanna,25749
virginia,franklin,56012
virginia,frederick,78397
virginia,giles,17149
virginia,gloucester,36821
virginia,goochland,21496
virginia,grayson,15535
virginia,greene,18453
virginia,greensville,12127
virginia,halifax,36140
virginia,hanover,99964
virginia,henrico,307576
virginia,henry,53971
virginia,highland,2317
virginia,isle of wight,35240
virginia,james city,66939
virginia,king and queen,6968
virginia,king george,23739
virginia,king william,15861
virginia,lancaster,11371
virginia,lee,25528
virginia,loudoun,314980
virginia,louisa,33083
virginia,lunenburg,12838
virginia,madison,13270
virginia,mathews,8965
virginia,mecklenburg,32548
virginia,middlesex,10855
virginia,montgomery,94179
virginia,nelson,15000
virginia,new kent,18460
virginia,northampton,12408
virginia,northumberland,12389
virginia,nottoway,15875
virginia,orange,33625
virginia,page,24038
virginia,patrick,18513
virginia,pittsylvania,63318
virginia,powhatan,28003
virginia,prince edward,23017
virginia,prince george,36013
virginia,prince william,404011
virginia,pulaski,34869
virginia,rappahannock,7440
virginia,richmond,9234
virginia,roanoke,92432
virginia,rockbridge,22357
virginia,rockingham,76353
virginia,russell,28773
virginia,scott,23061
virginia,shenandoah,42076
virginia,smyth,32103
virginia,southampton,18576
virginia,spotsylvania,122854
virginia,stafford,129446
virginia,surry,6988
virginia,sussex,12095
virginia,tazewell,44846
virginia,warren,37567
virginia,washington,54691
virginia,westmoreland,17468
virginia,wise,41361
virginia,wythe,29203
virginia,york,65503
virginia,alexandria,140337
virginia,bedford,6103
virginia,bristol,17747
virginia,buena vista,6679
virginia,charlottesville,43223
virginia,chesapeake,223233
virginia,colonial heights,17426
virginia,covington,5903
virginia,danville,43185
virginia,emporia,5825
virginia,fairfax,22712
virginia,falls church,12300
virginia,franklin,8531
virginia,fredericksburg,24932
virginia,galax,6942
virginia,hampton,137471
virginia,harrisonburg,49043
virginia,hopewell,22501
virginia,lexington,6990
virginia,lynchburg,75657
virginia,manassas,37943
virginia,manassas park,14409
virginia,martinsville,13854
virginia,newport news,180831
virginia,norfolk,243056
virginia,norton,3971
virginia,petersburg,32226
virginia,poquoson,12110
virginia,portsmouth,95786
virginia,radford,16511
virginia,richmond,205348
virginia,roanoke,96742
virginia,salem,24792
virginia,staunton,23906
virginia,suffolk,84216
virginia,virginia beach,439528
virginia,waynesboro,21030
virginia,williamsburg,14207
virginia,winchester,26330
washington,adams,18575
washington,asotin,21658
washington,benton,175424
washington,chelan,72431
washington,clallam,71411
washington,clark,426984
washington,columbia,4001
washington,cowlitz,102138
washington,douglas,38369
washington,ferry,7584
washington,franklin,78680
washington,garfield,2246
washington,grant,88885
washington,grays harbor,72272
washington,island,78707
washington,jefferson,29802
washington,king,1940777
washington,kitsap,251400
washington,kittitas,40954
washington,klickitat,20421
washington,lewis,75399
washington,lincoln,10536
washington,mason,60545
washington,okanogan,40959
washington,pacific,20945
washington,pend oreille,12976
washington,pierce,798528
washington,san juan,15740
washington,skagit,117087
washington,skamania,11053
washington,snohomish,714443
washington,spokane,470375
washington,stevens,43498
washington,thurston,252410
washington,wahkiakum,4003
washington,walla walla,58643
washington,whatcom,201404
washington,whitman,44997
washington,yakima,242454
west virginia,barbour,16472
west virginia,berkeley,104410
west virginia,boone,24617
west virginia,braxton,14531
west virginia,brooke,24021
west virginia,cabell,96240
west virginia,calhoun,7613
west virginia,clay,9432
west virginia,doddridge,8147
west virginia,fayette,46000
west virginia,gilmer,8623
west virginia,grant,11929
west virginia,greenbrier,35572
west virginia,hampshire,23791
west virginia,hancock,30594
west virginia,hardy,13912
west virginia,harrison,68959
west virginia,jackson,29206
west virginia,jefferson,53545
west virginia,kanawha,192572
west virginia,lewis,16389
west virginia,lincoln,21714
west virginia,logan,36508
west virginia,mcdowell,21966
west virginia,marion,56460
west virginia,marshall,32993
west virginia,mason,27242
west virginia,mercer,62251
west virginia,mineral,28049
west virginia,mingo,26660
west virginia,monongalia,96417
west virginia,monroe,13528
west virginia,morgan,17507
west virginia,nicholas,26201
west virginia,ohio,44307
west virginia,pendleton,7666
west virginia,pleasants,7630
west virginia,pocahontas,8750
west virginia,preston,33471
west virginia,putnam,55660
west virginia,raleigh,78852
west virginia,randolph,29361
west virginia,ritchie,10391
west virginia,roane,14884
west virginia,summers,13813
west virginia,taylor,16889
west virginia,tucker,7109
west virginia,tyler,9188
west virginia,upshur,24210
west virginia,wayne,42273
west virginia,webster,9158
west virginia,wetzel,16526
west virginia,wirt,5769
west virginia,wood,86835
west virginia,wyoming,23668
wisconsin,adams,20898
wisconsin,ashland,16113
wisconsin,barron,45882
wisconsin,bayfield,15078
wisconsin,brown,248526
wisconsin,buffalo,13544
wisconsin,burnett,15528
wisconsin,calumet,48960
wisconsin,chippewa,62362
wisconsin,clark,34610
wisconsin,columbia,56596
wisconsin,crawford,16677
wisconsin,dane,490379
wisconsin,dodge,88741
wisconsin,door,27872
wisconsin,douglas,43963
wisconsin,dunn,43788
wisconsin,eau claire,98952
wisconsin,florence,4486
wisconsin,fond du lac,101577
wisconsin,forest,9361
wisconsin,grant,51055
wisconsin,green,36800
wisconsin,green lake,19064
wisconsin,iowa,23712
wisconsin,iron,5978
wisconsin,jackson,20436
wisconsin,jefferson,83751
wisconsin,juneau,26701
wisconsin,kenosha,166373
wisconsin,kewaunee,20600
wisconsin,la crosse,114718
wisconsin,lafayette,16836
wisconsin,langlade,19951
wisconsin,lincoln,28710
wisconsin,manitowoc,81266
wisconsin,marathon,134041
wisconsin,marinette,41704
wisconsin,marquette,15366
wisconsin,menominee,4274
wisconsin,milwaukee,946584
wisconsin,monroe,44714
wisconsin,oconto,37632
wisconsin,oneida,36029
wisconsin,outagamie,176777
wisconsin,ozaukee,86429
wisconsin,pepin,7458
wisconsin,pierce,40842
wisconsin,polk,44094
wisconsin,portage,70027
wisconsin,price,14141
wisconsin,racine,195024
wisconsin,richland,18020
wisconsin,rock,160356
wisconsin,rusk,14670
wisconsin,st. croix,84363
wisconsin,sauk,61953
wisconsin,sawyer,16580
wisconsin,shawano,41820
wisconsin,sheboygan,115377
wisconsin,taylor,20631
wisconsin,trempealeau,28853
wisconsin,vernon,29827
wisconsin,vilas,21489
wisconsin,walworth,102310
wisconsin,washburn,15893
wisconsin,washington,131840
wisconsin,waukesha,389740
wisconsin,waupaca,52377
wisconsin,waushara,24565
wisconsin,winnebago,166984
wisconsin,wood,74591
wyoming,albany,36186
wyoming,big horn,11636
wyoming,campbell,45840
wyoming,carbon,15781
wyoming,converse,13779
wyoming,crook,7036
wyoming,fremont,40103
wyoming,goshen,13277
wyoming,hot springs,4791
wyoming,johnson,8564
wyoming,laramie,91719
wyoming,lincoln,17960
wyoming,natrona,75876
wyoming,niobrara,2478
wyoming,park,28203
wyoming,platte,8677
wyoming,sheridan,29097
wyoming,sublette,10065
wyoming,sweetwater,43890
wyoming,teton,21326
wyoming,uinta,20942
wyoming,washakie,8425
wyoming,weston,7152
